"SalePrice","LotFrontage","LotArea","Street","LotShape","YearBuilt","BsmtUnfSF","TotalBsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF"
370878,85,9187,"Pave","Reg",2009,645,1766,"Y",1766,0,1766,1,0,2,1,2,1,7,1,2009,3,478,195
135000,65,6993,"Pave","Reg",1961,447,912,"Y",1236,0,1236,0,0,1,0,3,1,6,1,1961,1,288,0
165000,101,9150,"Pave","IR1",1962,728,1099,"Y",1431,0,1431,0,1,1,0,3,1,6,1,1962,1,296,64
132000,51,6120,"Pave","Reg",1929,832,832,"Y",854,0,854,0,0,1,0,2,1,5,0,1991,2,576,48
189000,60,7500,"Pave","Reg",1999,994,994,"Y",1028,776,1804,0,0,2,1,3,1,7,1,1999,2,442,140
129900,73,7100,"Pave","IR1",1957,108,816,"Y",816,0,816,1,0,1,0,2,1,5,0,1957,1,308,0
149000,60,7200,"Pave","Reg",1931,776,776,"Y",851,651,1502,0,0,1,1,3,1,6,1,1931,1,270,0
123000,79,10634,"Pave","Reg",1953,0,608,"Y",1319,0,1319,1,0,1,0,3,1,5,0,1953,1,270,66
135000,60,8172,"Pave","Reg",1954,941,941,"Y",997,473,1470,0,0,2,0,4,1,7,0,1958,1,548,0
451950,97,13478,"Pave","IR1",2008,384,1722,"Y",1728,568,2296,1,0,2,1,3,1,10,1,2008,3,842,382
154000,78,11700,"Pave","Reg",1968,429,727,"Y",829,727,1556,0,0,1,1,4,1,8,0,1968,2,441,0
91000,52,6292,"Pave","Reg",1930,384,768,"N",790,0,790,0,0,1,0,2,1,4,0,1925,1,160,0
194000,74,8556,"Pave","Reg",2006,1240,1240,"Y",1240,0,1240,0,0,2,0,2,1,5,0,2006,3,826,140
60000,68,9571,"Pave","Reg",1958,1276,1276,"Y",1276,0,1276,0,0,1,0,3,1,5,0,1958,1,350,0
109500,60,6600,"Pave","Reg",1962,894,894,"N",894,0,894,0,0,1,0,2,1,5,0,1962,1,308,0
143000,50,8012,"Pave","Reg",1980,261,923,"Y",923,0,923,0,0,2,0,2,1,5,1,1980,1,264,80
237000,44,9548,"Pave","IR1",2003,458,941,"Y",941,888,1829,1,0,2,1,3,1,7,1,2003,2,613,192
281213,88,12665,"Pave","IR1",2005,1094,1094,"Y",1133,1349,2482,0,0,2,1,4,1,9,1,2005,3,642,144
105000,90,5400,"Pave","Reg",1920,420,840,"Y",840,534,1374,0,0,1,0,2,1,6,0,1967,1,338,0
307000,75,10084,"Pave","Reg",2004,317,1686,"Y",1694,0,1694,1,0,2,0,3,1,7,1,2004,2,636,255
213490,43,3013,"Pave","Reg",2005,1346,1362,"Y",1506,0,1506,0,0,2,0,2,1,6,1,2005,2,440,142
180000,104,11361,"Pave","Reg",1976,549,1193,"Y",1523,0,1523,0,1,2,0,3,1,7,1,1976,2,478,0
335000,100,17500,"Pave","Reg",1959,496,1902,"Y",1902,0,1902,1,0,2,0,3,1,7,2,1959,2,567,0
181000,48,17043,"Pave","IR1",1979,1362,1362,"Y",1586,0,1586,0,0,2,0,3,1,7,1,1979,2,435,192
277500,60,7313,"Pave","Reg",2005,408,1561,"Y",1561,0,1561,1,0,2,0,2,1,6,1,2005,2,556,203
187000,76,9291,"Pave","IR1",1993,406,832,"Y",832,878,1710,0,0,2,1,3,1,7,0,1993,2,506,144
380000,105,13693,"Pave","Reg",2006,2153,2153,"Y",2069,574,2643,0,0,2,1,3,1,9,1,2006,3,694,414
165000,55,10592,"Pave","Reg",1923,602,602,"Y",900,602,1502,0,0,1,1,3,1,7,2,1923,1,180,96
260400,59,10593,"Pave","IR1",1996,801,1720,"Y",1720,0,1720,1,0,2,0,3,1,7,1,1996,2,527,240
132500,80,8480,"Pave","Reg",1963,340,970,"Y",970,0,970,1,0,1,0,2,1,5,0,1996,2,624,0
168500,82,9020,"Pave","Reg",1964,288,1248,"Y",1350,0,1350,1,0,1,1,3,1,6,0,1964,2,520,176
110500,50,6000,"Pave","Reg",1925,706,1103,"Y",1103,0,1103,0,0,1,0,2,1,5,1,1976,2,440,166
213000,75,9750,"Pave","Reg",2000,1630,1630,"Y",1630,0,1630,0,0,2,0,3,1,6,1,2000,2,451,74
188000,57,8924,"Pave","IR1",1998,880,880,"Y",880,844,1724,0,0,2,1,3,1,8,0,1998,2,527,120
137000,74,8740,"Pave","IR1",1982,168,840,"Y",860,0,860,1,0,1,0,2,1,4,0,1996,2,528,0
180000,63,7875,"Pave","Reg",2003,783,783,"Y",807,702,1509,0,0,2,1,3,1,8,1,2003,2,393,0
147400,24,2544,"Pave","Reg",2005,600,600,"Y",520,623,1223,0,0,2,1,2,1,4,0,2005,2,480,0
185000,60,7200,"Pave","Reg",2006,357,1262,"Y",1262,0,1262,0,0,2,0,2,1,5,0,2006,2,572,0
181500,80,9600,"Pave","Reg",1976,284,1262,"Y",1262,0,1262,0,1,2,0,3,1,6,1,1976,2,460,298
135000,87,9246,"Pave","IR1",1973,1656,1656,"Y",1656,0,1656,0,0,2,0,4,2,8,0,1973,2,506,0
155835,85,11103,"Pave","IR1",2006,728,728,"Y",728,728,1456,0,0,2,1,3,1,8,1,2006,2,440,0
180000,50,8049,"Pave","IR1",1990,256,1309,"Y",1339,0,1339,1,0,2,0,2,1,6,1,1990,2,484,0
128500,69,9920,"Pave","IR1",1969,448,971,"Y",971,0,971,0,0,1,1,3,1,5,1,1969,1,300,0
173900,68,8846,"Pave","Reg",2005,750,750,"Y",750,750,1500,0,0,2,1,3,1,6,0,2005,2,564,0
230000,75,9742,"Pave","Reg",2002,1777,1777,"Y",1795,0,1795,0,0,2,0,3,1,7,1,2002,2,534,171
214000,70,10171,"Pave","IR1",2004,1515,1517,"Y",1535,0,1535,0,0,2,0,3,1,7,0,2004,2,532,0
140000,60,10930,"Pave","Reg",1945,333,913,"Y",1048,510,1558,1,0,1,1,3,1,6,1,1962,1,288,0
104900,60,9738,"Pave","Reg",1924,392,784,"Y",949,272,1221,1,0,1,0,4,1,7,0,1965,1,392,0
155900,37,4435,"Pave","Reg",2004,186,848,"Y",848,0,848,1,0,1,0,1,1,3,1,2004,2,420,140
148500,24,2289,"Pave","Reg",1978,544,855,"Y",855,586,1441,0,0,2,1,3,1,7,1,1978,2,440,28
139000,80,8816,"Pave","Reg",1963,470,1121,"Y",1121,0,1121,1,0,1,0,3,1,5,0,1963,2,480,0
190000,92,11952,"Pave","Reg",1977,808,808,"Y",1161,808,1969,0,0,2,1,3,1,8,1,1977,2,534,0
91500,50,7585,"Pave","Reg",1948,810,810,"Y",1002,454,1456,1,1,1,0,4,1,7,1,1954,1,280,0
133000,79,9490,"Pave","Reg",1941,238,806,"Y",958,620,1578,1,0,1,0,3,1,5,2,1941,1,240,0
315000,70,10570,"Pave","Reg",1932,556,853,"Y",1549,1178,2727,0,0,2,1,3,1,10,2,1932,2,440,0
130000,32,3363,"Pave","Reg",2004,976,976,"Y",976,732,1708,0,0,2,0,3,1,7,0,2004,2,380,0
127000,50,5000,"Pave","Reg",1924,808,1026,"Y",1026,665,1691,0,0,2,0,3,1,6,1,1924,1,308,0
120500,71,6900,"Pave","Reg",1940,212,740,"Y",778,0,778,0,0,1,0,2,1,4,1,1966,1,924,0
157900,75,9750,"Pave","Reg",1958,834,1442,"Y",1442,0,1442,0,0,1,1,4,1,7,0,1958,1,301,0
267000,66,16226,"Pave","IR3",1998,747,1028,"Y",1210,1242,2452,0,0,2,1,4,1,9,1,1998,2,683,208
212900,84,10084,"Pave","Reg",2005,1528,1552,"Y",1552,0,1552,0,0,2,0,3,1,7,0,2005,3,782,144
239000,89,10991,"Pave","IR1",2007,1571,1571,"Y",1571,0,1571,0,0,2,0,3,1,7,1,2007,3,722,100
140000,80,9200,"Pave","Reg",1965,244,1136,"Y",1136,0,1136,1,0,1,0,3,1,5,1,1965,1,384,426
144000,75,9525,"Pave","Reg",1995,1099,1099,"Y",1099,0,1099,0,0,1,1,3,1,6,0,1999,1,352,278
163000,80,10197,"Pave","IR1",1961,700,1362,"Y",1362,0,1362,1,0,1,1,3,1,6,1,1961,2,504,0
190000,105,11751,"Pave","IR1",1977,1139,1844,"Y",1844,0,1844,0,0,2,0,3,1,7,1,1977,2,546,0
133900,60,7200,"Pave","Reg",1972,108,768,"Y",768,0,768,0,1,1,0,2,1,5,0,1974,1,396,192
176000,54,13811,"Pave","IR1",1987,92,1112,"Y",1137,0,1137,1,0,2,0,2,1,5,1,1987,2,551,125
377500,42,14892,"Pave","IR1",2006,426,1746,"Y",1746,0,1746,1,0,2,0,3,1,7,2,2006,3,758,201
142125,68,9717,"Pave","Reg",1950,0,1078,"Y",1078,0,1078,1,0,1,0,2,1,5,0,1950,1,240,366
90000,72,10791,"Pave","Reg",1967,0,0,"Y",1296,0,1296,0,0,2,0,2,2,6,0,1967,2,516,0
118500,80,8480,"Pave","Reg",1947,390,832,"Y",832,384,1216,0,0,1,0,2,1,6,0,1947,1,336,158
200000,79,12798,"Pave","IR1",1997,154,616,"Y",616,1072,1688,1,0,2,1,4,1,8,0,1997,2,603,403
141000,70,7945,"Pave","Reg",1959,465,1150,"Y",1150,0,1150,1,0,1,0,3,1,6,0,1959,1,300,0
312500,85,14331,"Pave","Reg",2002,526,1800,"Y",1800,0,1800,1,0,2,0,3,1,7,1,2002,3,765,270
127000,66,7742,"Pave","Reg",1966,192,955,"Y",955,0,955,1,0,1,0,3,1,6,0,1966,1,386,0
260000,94,13005,"Pave","IR1",1980,153,845,"Y",1153,1200,2353,1,0,2,1,4,1,10,1,1983,2,484,288
214900,80,11316,"Pave","Reg",2002,193,817,"Y",824,1070,1894,1,0,2,1,4,1,8,1,2002,2,510,0
290000,92,10120,"Pave","Reg",1994,425,1165,"Y",1203,1323,2526,1,0,2,1,4,1,8,1,1994,3,844,309
107900,50,6000,"Pave","Reg",1954,901,901,"Y",901,0,901,0,0,1,0,2,1,4,0,1954,1,281,0
171500,75,10125,"Pave","Reg",1977,276,1196,"Y",1279,0,1279,0,1,2,0,3,1,6,2,1980,2,473,238
193879,64,6762,"Pave","Reg",2006,1286,1286,"Y",1294,0,1294,0,0,2,0,2,1,6,1,2006,2,662,168
125000,68,10880,"Pave","Reg",1950,124,1164,"N",1164,0,1164,1,0,1,0,3,1,5,0,1950,1,240,0
190000,63,8487,"Pave","Reg",2004,1480,1500,"Y",1500,0,1500,0,0,2,0,3,1,6,0,2004,2,570,192
235000,44,4750,"Pave","IR1",2006,0,1573,"Y",1625,0,1625,1,1,2,0,2,1,5,1,2006,2,538,123
134900,50,6000,"Pave","Reg",1937,698,698,"Y",786,390,1176,0,0,1,0,2,1,4,0,1999,2,624,210
157500,60,10440,"Pave","Reg",1904,650,650,"Y",958,581,1539,0,0,2,0,3,1,8,1,1983,2,686,70
197000,102,15863,"Pave","Reg",1920,301,824,"Y",1687,998,3082,1,0,2,1,5,1,12,2,1970,2,672,136
207000,59,8198,"Pave","Reg",2004,638,1358,"Y",1358,0,1358,1,0,2,0,2,1,6,1,2004,2,484,192
98600,85,8500,"Pave","Reg",1961,635,1235,"Y",1235,0,1235,0,0,1,0,2,1,6,0,1961,2,480,0
210000,75,9000,"Pave","Reg",2008,768,768,"Y",786,804,1590,0,0,2,1,3,1,6,0,2008,2,676,0
260000,78,11645,"Pave","Reg",2005,434,1734,"Y",1734,0,1734,1,0,2,0,3,1,7,0,2005,2,660,160
250000,84,14260,"Pave","IR1",2000,490,1145,"Y",1145,1053,2198,1,0,2,1,4,1,9,1,2000,3,836,192
130000,24,2522,"Pave","Reg",2004,970,970,"Y",970,739,1709,0,0,2,0,3,1,7,0,2004,2,380,0
196000,34,5381,"Pave","IR1",2005,406,1306,"Y",1306,0,1306,1,0,2,0,1,1,5,1,2005,2,624,170
309000,108,13418,"Pave","Reg",2004,1117,1117,"Y",1132,1320,2452,0,0,3,1,4,1,9,1,2004,3,691,113
192000,43,3182,"Pave","Reg",2004,1232,1256,"Y",1269,0,1269,0,0,2,0,2,1,6,1,2004,2,430,146
129900,70,9100,"Pave","Reg",1958,169,864,"Y",864,0,864,1,0,1,0,3,1,5,0,1964,2,624,0
282922,49,15256,"Pave","IR1",2007,556,1485,"Y",1464,0,1464,1,0,2,0,3,1,6,0,2007,3,754,168
215200,72,8640,"Pave","Reg",2009,732,756,"Y",764,783,1547,0,0,2,1,3,1,7,0,2009,2,614,169
134000,55,8250,"Pave","Reg",1968,210,952,"Y",1211,0,1211,0,0,1,0,3,1,5,1,1968,1,322,0
345000,85,11924,"Pave","IR1",2005,177,1175,"Y",1182,1142,2324,1,0,3,0,4,1,11,2,2005,3,736,147
289000,100,15602,"Pave","IR1",1959,254,1501,"Y",1801,0,1801,1,0,2,0,1,1,6,2,1959,2,484,0
423000,49,20896,"Pave","IR2",2005,356,2077,"Y",2097,0,2097,1,0,1,1,1,1,8,1,2005,3,1134,192
202900,85,14191,"Pave","Reg",2002,967,967,"Y",993,915,1908,0,0,2,1,4,1,9,0,2002,2,431,135
254900,100,12552,"Pave","Reg",2004,769,991,"Y",991,956,1947,0,0,2,1,3,1,8,1,2004,2,678,0
214000,70,9135,"Pave","Reg",2002,726,1536,"Y",1536,0,1536,1,0,2,0,3,1,7,0,2002,2,532,192
93000,60,6000,"Pave","Reg",1953,936,936,"N",936,0,936,0,0,1,0,2,1,4,0,1974,2,576,0
107400,60,5790,"Pave","Reg",1915,840,840,"N",840,765,1605,0,0,2,0,3,2,8,0,1915,1,379,0
122000,120,10356,"Pave","Reg",1975,253,969,"Y",969,0,969,0,0,1,1,3,1,5,0,1975,2,440,0
237000,75,9473,"Pave","Reg",2002,324,1128,"Y",1128,903,2031,1,0,2,1,3,1,7,1,2002,2,577,0
147000,73,9069,"Pave","Reg",1992,189,936,"Y",996,0,996,1,0,1,0,2,1,5,0,1992,2,564,120
135000,72,10152,"Pave","Reg",1956,462,1048,"Y",1048,0,1048,1,0,1,0,3,1,6,0,1956,1,286,0
135000,60,10320,"Pave","Reg",1906,756,756,"Y",756,713,1469,0,0,1,0,3,1,7,0,1906,1,216,57
112000,70,11767,"Pave","Reg",1910,560,560,"N",796,550,1346,0,0,1,1,2,1,6,0,1950,1,384,168
140000,75,10382,"Pave","Reg",1958,75,588,"Y",1095,0,1095,1,0,1,0,2,1,6,0,1958,1,264,0
138000,60,6600,"Pave","Reg",1982,0,816,"Y",816,0,816,1,0,1,0,2,1,4,0,1985,2,816,0
83000,85,10625,"Pave","Reg",1920,350,458,"N",835,0,835,0,0,1,0,2,1,5,0,1920,1,366,0
116000,40,4400,"Pave","Reg",1920,648,648,"Y",734,384,1118,0,0,1,0,2,1,6,0,1990,2,440,0
135000,71,7064,"Pave","Reg",1977,420,980,"Y",980,0,980,0,0,1,0,3,1,6,0,1986,2,484,192
119500,21,1680,"Pave","Reg",1972,399,630,"Y",630,672,1302,0,0,2,1,3,1,6,0,1972,1,264,185
105000,60,9060,"Pave","Reg",1939,356,560,"Y",698,560,1258,0,0,1,0,2,1,6,0,1939,1,280,0
171000,82,11070,"Pave","Reg",1988,1907,1907,"Y",1959,0,1959,0,0,3,0,5,2,9,0,1989,3,766,0
269500,92,12003,"Pave","Reg",2009,774,774,"Y",774,1194,1968,0,0,2,1,4,1,8,1,2009,3,680,0
325000,98,12256,"Pave","IR1",1994,431,1463,"Y",1500,1122,2622,1,0,2,1,3,1,9,2,1994,2,712,186
188000,63,9297,"Pave","Reg",1976,122,1728,"Y",1728,0,1728,2,0,2,0,4,2,8,0,1976,2,560,0
150500,61,8800,"Pave","IR1",1977,364,1040,"Y",1040,0,1040,0,0,2,0,3,1,5,0,1977,2,484,0
130000,55,10267,"Pave","Reg",1918,0,816,"Y",838,0,838,1,0,1,0,2,1,5,0,1961,1,275,0
140000,70,9170,"Pave","Reg",1965,420,1214,"Y",1214,0,1214,1,0,1,0,2,1,6,0,1965,2,461,0
135000,60,3378,"Pave","Reg",1946,651,651,"Y",707,682,1389,0,0,1,1,3,1,6,2,1947,1,240,0
316600,79,12327,"Pave","IR1",1983,55,1496,"Y",1496,636,2132,1,0,1,1,1,1,5,1,1983,2,612,349
125500,40,5436,"Pave","Reg",1922,61,796,"Y",796,358,1154,1,0,1,0,3,1,7,0,1922,1,240,0
82000,60,8400,"Pave","Reg",1950,721,721,"Y",841,0,841,0,0,1,0,2,1,4,0,1950,1,294,250
337000,82,9430,"Pave","Reg",1999,89,1252,"Y",1268,1097,2365,1,0,2,1,3,1,8,1,1999,3,856,0
208500,65,8450,"Pave","Reg",2003,150,856,"Y",856,854,1710,1,0,2,1,3,1,8,0,2003,2,548,0
81000,120,18000,"Grvl","Reg",1935,894,894,"Y",894,0,894,0,0,1,0,2,1,6,0,1994,3,1248,0
192000,68,9017,"Pave","IR1",1999,871,1431,"Y",1431,0,1431,1,0,2,0,3,1,6,0,1999,2,666,0
157000,80,10000,"Pave","Reg",1973,92,1176,"Y",1178,0,1178,0,1,1,1,3,1,5,1,1973,2,439,224
100000,67,8877,"Pave","Reg",1938,126,816,"Y",816,0,816,1,0,1,0,2,1,3,1,1958,1,288,0
446261,67,14948,"Pave","IR1",2008,122,1452,"Y",1476,1237,2713,1,0,2,1,3,1,11,1,2008,3,858,126
108000,60,11040,"Pave","Reg",1920,0,637,"Y",897,439,1336,0,0,1,1,3,1,7,0,1994,1,570,0
206000,64,6762,"Pave","Reg",2006,501,1187,"Y",1208,0,1208,1,0,2,0,2,1,6,0,2006,2,632,105
164500,40,3951,"Pave","Reg",2009,612,612,"Y",612,612,1224,0,0,2,1,2,1,4,0,2009,2,528,0
135000,70,11606,"Pave","IR1",1969,390,1040,"Y",1040,1040,2080,0,1,1,2,5,1,9,2,1969,2,504,335
264132,75,14587,"Pave","IR1",2008,1498,1498,"Y",1506,0,1506,0,0,2,0,2,1,6,1,2008,2,592,0
175000,130,11457,"Pave","IR1",1988,387,1392,"Y",1412,0,1412,1,0,2,0,3,1,6,1,1988,2,576,0
163000,60,10800,"Pave","Reg",1905,482,482,"N",1221,691,1912,0,0,2,0,3,2,7,1,2003,2,672,0
134500,66,8923,"Pave","Reg",1953,365,1008,"Y",1008,0,1008,1,0,1,0,2,1,6,0,1953,1,240,0
187500,44,13758,"Pave","IR1",1990,254,1156,"Y",1187,530,1717,0,0,2,1,3,1,7,1,1990,2,400,168
328000,80,14000,"Pave","Reg",1996,105,1306,"Y",1306,954,2260,1,0,2,1,3,1,7,0,1996,2,533,296
225000,76,9158,"Pave","Reg",2007,1496,1496,"Y",1496,0,1496,0,0,2,0,3,1,7,0,2007,2,474,168
116000,74,8892,"Pave","Reg",1953,105,105,"Y",910,0,910,0,0,1,0,3,1,5,0,1953,2,414,196
350000,91,10437,"Pave","IR1",1995,413,2109,"Y",2113,0,2113,1,0,2,1,2,1,7,1,1995,3,839,236
210000,70,8750,"Pave","Reg",1994,273,915,"Y",933,975,1908,1,0,2,1,4,1,8,1,1994,2,493,144
204000,78,10335,"Pave","IR1",1999,811,1490,"Y",1501,0,1501,1,0,2,0,3,1,6,0,1999,2,577,144
265979,65,11700,"Pave","IR1",1880,1240,1240,"N",1320,1320,2640,0,0,1,1,4,1,8,1,1950,4,864,181
170000,76,9967,"Pave","IR1",2000,384,384,"Y",774,656,1430,0,0,2,1,3,1,8,1,2000,2,400,100
274300,75,9750,"Pave","Reg",1998,133,1108,"Y",1108,989,2097,1,0,2,1,3,1,8,1,1998,2,583,253
87000,50,5000,"Pave","Reg",1941,604,720,"N",803,0,803,0,0,1,0,2,1,5,0,1941,2,360,0
171900,35,4017,"Pave","IR1",2006,625,625,"Y",625,625,1250,0,0,2,1,2,1,5,0,2006,2,625,0
142000,65,6768,"Pave","IR1",1961,80,912,"Y",912,0,912,1,1,1,0,3,1,5,0,1962,1,288,168
132000,70,13300,"Pave","Reg",1956,551,928,"Y",928,0,928,0,0,1,0,2,1,4,0,1956,1,252,261
129900,51,6120,"Pave","Reg",1931,952,952,"Y",1022,752,1774,0,0,2,0,2,2,8,2,1931,2,468,90
146000,24,2280,"Pave","Reg",1978,544,855,"Y",855,601,1456,0,0,2,1,3,1,7,1,1978,2,440,26
207500,79,10240,"Pave","Reg",1980,0,1686,"Y",1686,0,1686,1,0,2,0,3,1,7,1,1980,2,612,384
136000,60,8520,"Pave","Reg",1916,0,714,"N",1664,862,2526,0,0,2,0,5,1,10,1,1916,1,216,88
134000,44,4224,"Pave","Reg",1976,268,1142,"Y",1142,0,1142,1,0,1,1,3,1,6,1,1976,2,528,536
155000,70,7931,"Pave","Reg",1960,363,1269,"Y",1269,0,1269,0,0,1,1,3,1,6,1,1964,1,308,0
126500,80,8892,"Pave","IR1",1960,1065,1065,"Y",1065,0,1065,0,0,1,1,3,1,6,0,1974,2,461,74
220000,80,10041,"Pave","IR1",1992,119,908,"Y",927,988,1915,1,0,2,1,3,1,8,1,1992,2,506,120
538000,47,53504,"Pave","IR2",2003,234,1650,"Y",1690,1589,3279,1,0,3,1,4,1,12,1,2003,3,841,503
66500,52,5720,"Pave","Reg",1941,676,676,"Y",676,455,1131,0,0,1,1,3,1,5,0,1941,1,200,26
205000,80,10480,"Pave","Reg",1976,400,803,"Y",1098,866,1964,0,0,2,1,4,1,8,1,1976,2,483,0
128500,120,9560,"Pave","IR1",1972,504,864,"Y",864,0,864,0,0,1,0,3,1,5,0,1972,1,288,0
119750,50,6305,"Pave","Reg",1938,920,920,"Y",954,0,954,0,0,1,0,2,1,5,1,1938,1,240,0
250580,72,8640,"Pave","Reg",2007,1372,1372,"Y",1372,0,1372,0,0,2,0,3,1,6,0,2008,2,529,0
167000,75,9937,"Pave","Reg",1964,849,1486,"Y",1486,0,1486,1,0,1,0,3,1,7,0,1968,2,480,0
437154,56,20431,"Pave","IR2",2005,438,1848,"Y",1848,880,2728,1,0,2,1,4,1,10,2,2006,3,706,0
148000,35,3675,"Pave","Reg",2005,88,547,"Y",1072,0,1072,1,0,1,0,2,1,5,0,2005,2,525,0
151000,88,8471,"Pave","IR1",1977,0,506,"Y",1212,0,1212,1,0,1,0,3,1,6,1,1978,2,492,292
121600,51,4712,"Pave","IR1",1946,363,747,"Y",774,456,1230,1,0,1,1,3,1,5,0,1946,1,305,0
128000,50,6000,"Pave","Reg",1936,0,672,"Y",757,567,1324,0,0,1,0,3,1,6,0,1936,1,240,0
217500,80,12984,"Pave","Reg",1977,0,1430,"Y",1647,0,1647,1,0,2,0,3,1,7,1,1977,2,621,0
191000,43,3182,"Pave","Reg",2005,1330,1346,"Y",1504,0,1504,0,0,2,0,2,1,7,1,2005,2,437,156
181134,73,8899,"Pave","IR1",2007,1316,1340,"Y",1340,0,1340,0,0,2,0,3,1,6,0,2007,2,396,100
159500,60,10800,"Pave","Reg",1890,718,718,"Y",1576,978,2554,0,0,1,1,3,1,8,0,1996,2,704,0
160000,87,10000,"Pave","IR1",1962,1116,1116,"Y",1116,0,1116,0,0,1,1,3,1,5,0,1962,2,440,0
145000,112,10859,"Pave","Reg",1994,1097,1097,"Y",1097,0,1097,0,0,1,1,3,1,6,0,1995,2,672,392
119500,50,8600,"Pave","Reg",1937,780,780,"Y",780,596,1376,0,0,2,0,3,1,7,1,1937,1,198,0
185000,62,7500,"Pave","Reg",2004,811,1221,"Y",1221,0,1221,1,0,2,0,2,1,6,0,2004,2,400,0
745000,160,15623,"Pave","IR1",1996,300,2396,"Y",2411,2065,4476,1,0,3,1,4,1,10,2,1996,3,813,171
183000,72,7226,"Pave","IR1",2003,798,798,"Y",798,842,1640,0,0,2,1,3,1,6,0,2003,2,595,0
175000,70,12243,"Pave","IR1",1971,486,1484,"Y",1484,0,1484,0,0,2,0,3,1,7,1,1971,2,487,224
555000,105,15431,"Pave","Reg",2008,788,3094,"Y",2402,0,2402,1,0,2,0,2,1,10,2,2008,3,672,0
139950,75,7875,"Pave","Reg",1961,572,1144,"Y",1144,0,1144,1,0,1,0,3,1,6,0,1961,2,456,0
223500,144,21384,"Pave","Reg",1923,15,1324,"Y",1072,504,1576,2,0,1,1,3,1,6,1,1923,2,528,0
229456,72,8640,"Pave","Reg",2009,364,1300,"Y",1314,0,1314,1,0,2,0,3,1,6,0,2009,2,552,135
180500,99,11851,"Pave","Reg",1990,1424,1424,"Y",1442,0,1442,0,0,2,0,3,1,5,0,1990,2,500,0
185000,66,21780,"Pave","Reg",1918,1163,1163,"Y",1163,511,1674,0,0,2,0,4,1,8,1,1955,2,396,72
210000,65,8450,"Pave","Reg",2004,490,1436,"Y",1436,0,1436,1,0,2,0,3,1,8,0,2004,2,484,139
130000,24,2522,"Pave","Reg",2004,970,970,"Y",970,739,1709,0,0,2,0,3,1,7,0,2004,2,380,0
175000,90,11700,"Pave","Reg",1968,143,702,"Y",1041,702,1743,0,1,1,2,3,1,7,1,1968,2,539,224
167000,100,10004,"Pave","Reg",1964,975,1516,"Y",1516,0,1516,0,0,1,1,3,1,6,0,1964,2,472,0
76000,60,9000,"Pave","Reg",1928,784,784,"N",784,0,784,0,0,1,0,2,1,5,0,1950,2,360,0
98300,60,7200,"Pave","Reg",1950,0,0,"Y",1048,0,1048,0,0,1,0,3,1,7,0,1950,2,420,0
142500,100,13350,"Pave","IR1",1974,102,864,"Y",894,0,894,1,0,1,0,3,1,5,1,1974,2,440,241
132250,94,25286,"Pave","Reg",1963,431,1064,"Y",1040,0,1040,1,0,1,0,3,1,5,0,1963,2,648,0
195000,68,8935,"Pave","IR1",2002,831,831,"Y",831,829,1660,0,0,2,1,3,1,7,0,2002,2,493,144
372402,107,13891,"Pave","Reg",2007,310,1710,"Y",1710,0,1710,1,0,2,0,2,1,6,1,2007,3,866,0
335000,42,26178,"Pave","IR1",1989,245,1210,"Y",1238,1281,2519,1,0,2,1,4,1,9,2,1989,2,628,320
117000,50,6000,"Pave","Reg",1925,884,884,"Y",884,464,1348,1,0,1,0,3,1,5,1,1960,1,216,0
123000,60,7200,"Pave","Reg",1972,117,894,"Y",894,0,894,0,0,1,0,2,1,6,0,1985,2,600,215
200500,70,8750,"Pave","Reg",1998,299,804,"Y",804,878,1682,0,0,2,1,3,1,7,0,1998,2,523,0
86000,60,5400,"Pave","Reg",1920,691,691,"Y",691,0,691,0,0,1,0,2,1,4,0,1920,1,216,0
122500,60,11340,"Pave","Reg",1885,777,777,"Y",1246,1044,2290,0,0,2,0,4,2,11,0,1971,2,560,0
87000,52,9439,"Pave","Reg",1930,588,912,"Y",912,336,1248,0,0,1,0,2,1,6,0,1957,1,160,0
95000,107,10615,"Pave","IR1",1900,538,978,"Y",1014,685,1699,1,0,2,0,3,2,7,0,1920,2,420,0
110000,70,5684,"Pave","Reg",1930,813,813,"Y",813,0,813,0,0,1,0,2,1,5,0,1932,1,270,0
129500,54,7244,"Pave","Reg",1970,149,768,"Y",768,0,768,1,0,1,0,2,1,5,0,1987,2,624,104
109500,60,7200,"Pave","Reg",1950,0,0,"Y",1040,0,1040,0,0,1,0,2,1,5,0,1950,2,625,0
139000,80,9600,"Pave","Reg",1958,0,1240,"Y",1632,0,1632,1,0,2,0,3,1,6,1,1958,1,338,289
176000,62,7500,"Pave","Reg",2005,1257,1257,"Y",1266,0,1266,0,0,2,0,3,1,6,1,2005,2,453,38
361919,82,12438,"Pave","IR1",2006,1234,1234,"Y",1264,1312,2576,0,0,2,1,4,1,10,1,2006,3,666,324
233000,76,10142,"Pave","IR1",2004,300,956,"Y",956,1128,2084,1,0,2,1,4,1,8,0,2004,2,618,0
225000,116,13474,"Pave","Reg",1990,0,700,"Y",1122,1121,2243,1,0,2,1,4,1,8,1,1990,3,746,127
